,session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,reviewed_at_datetime,entered_code,Nationality,Sex,Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,valence_condition,means_condition,user_id,Sentiment - user_id,sarah_parents.response,Sentiment - sarah_parents.response,blue_team.response,Sentiment - blue_team.response,bill_holiday.response,Sentiment - bill_holiday.response,john_party.response,Sentiment - john_party.response,rebecca_swimming.response,Sentiment - rebecca_swimming.response,sally_wine.response,Sentiment - sally_wine.response,belinda_meeting.response,Sentiment - belinda_meeting.response,lucy_loan.response,Sentiment - lucy_loan.response,michael_breakfast.response,Sentiment - michael_breakfast.response,sean_call.response,Sentiment - sean_call.response,Have you ever taken part in a similar study before?,Prolific URL Redirect
78,5f5cef114e9b77507940c037,55bbf175fdf99b47c7d10a22,APPROVED,53:57.0,04:51.6,654.655,27,09:46.5,3833C7F5,United Kingdom,Male,15,"Sep 12, 2020 11:53:58 am","Sep 12, 2020 12:04:49 pm",Complete,,,,English,,1599926038_5f5cef164d0aa2.44179562,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0,,negative,absent,55bbf175fdf99b47c7d10a22,0,"She knocked on the door, but there was no answer. They were not at home.",-0.21075,The blue team gave away a penalty,-0.4588,"Just as he is arriving back home, his airline calls. They have delivered his luggage to the hotel. Bill is furious!",-0.2038,His wife tells him to go and watch TV while she does it properly,0,"She ignores the lifeguard, and enters the sea. Soon, people are rushing out of the water, but Rebecca doesn't notice. ""Shark!"" someone yells, but it is too late. She is eaten.",-0.05464,"The Police are called, and Sally is arrested for causing a disturbance. She is still in her pyjamas and is swearing at the neighbour as she is led away by the poilice. ",-0.4704,"She ends up rushing across town to get to the correct office. Luckily, she arrives just on time",0.2553,"Lucy can't bare to sell her car. She pulls out of the sale, and decides not to get a new car. She then uses the loan to make some repairs to her old car, and spends the rest on a holiday",0.133966667,"He reaches to the cupboard to grab the coffee, however he knocks the jar and spills the coffee everywhere. He is frustrated with himself",-0.23755,"As he is waiting for the call to connect, a rider on a moped rides passed and snatches Sean's phone out of his hand. But luckily a local, who had been paying attention, tacked the moped rider and gave Sean his phone back.",0.50225,No,
79,5f5cef191c93d2509a59ae3d,5aeaa1e5eb500a00010a21c0,APPROVED,54:01.1,07:11.4,790.307,24,09:48.5,3833C7F5,United States,Male,16,"Sep 12, 2020 11:54:04 am","Sep 12, 2020 12:07:10 pm",Complete,,,,English,,1599926044_5f5cef1c0462c8.87312322,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4262.0 Safari/537.36",,negative,absent,5aeaa1e5eb500a00010a21c0,0,As she is knocking her mom says hello from behind since they are just getting home.,0,The Red Team pulls off an unexpected comeback in the second half.,0,He unfortunately loses his luggage but is able to find it the next day at the lost and found.,-0.6486,"However despite the potatoes not being to the highest standard, they still are able to serve a purpose as mashed potatoes instead.",0,Suddenly the roll of thunder as the sky darkens more.,0,The neighbor threatens Sally with violence and she has to call the police.,-0.7717,It turns out the business meeting was postponed to the next day anyway so Belinda goes and explores the city.,-0.2023,She decides to pass the car on to a younger relative who uses to commute to school.,0,After double checking he finds one last tea bag in a different cupboard.,0,Sean happens to see another nearby individual using their smartphone and asks if he can use it to place the call. The person refuses and is quite rude.,-0.25475,No,
81,5f5cef535b5eb4513c1fc793,5e8e3b906f414f0c392eb5b7,APPROVED,55:03.2,16:51.4,1308.143,18,09:50.5,3833C7F5,United Kingdom,Female,19,"Sep 12, 2020 11:55:04 am","Sep 12, 2020 12:16:49 pm",Complete,,,,English,,1599926104_5f5cef58d7f124.37579052,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",,negative,absent,5e8e3b906f414f0c392eb5b7,0,They are not home,0,their manager has a heart attack,-0.4767,he meets his celebrity idol,0,there's a powercut,0,she walks  back up the beach and is stung by a jellyfish on the sand,0,the neighbour offers sally a bottle of wine despite their argument,0.2755,the meeting is cancelled ,-0.25,a buyer turns up who is willing to pay thousands of pounds for the old car,-0.1027,a friend from university calls him on the phone out of the blue,0.4939,he calls her and a mysterious man answers the phone,0,No,
82,5f5cef59162162508656b173,5f2458749912ad00087e5677,APPROVED,55:05.7,31:07.8,2162.157,59,09:52.8,3833C7F5,United Kingdom,Female,20,"Sep 12, 2020 11:55:09 am","Sep 12, 2020 12:31:05 pm",Complete,,,,English,,1599926108_5f5cef5cdf7109.56196235,"Mozilla/5.0 (X11; CrOS x86_64 13310.59.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.84 Safari/537.36",,negative,absent,5f2458749912ad00087e5677,0,Somebody else answered the front door.,0,The other team scored a goal.,0,Bill is trying to make the best of his holiday and then suddenly a guest at the same hotel realises that the case he was given is in fact Bill's. The guest happily reunites Bill with his case and passport.,0.67095,John cannot find the peeler so he attempts to use a knife and takes off too much of the peel.,0,A huge wave hurtled towards her and she decided it was too dangerous to swim afterall.,-0.34,They continue to argue and then neighbour says 'this is ridiculous we have been friends for years.' The neighbour wants to make it up and invites her to have dinner and a bottle of wine at a restaurant.,-0.10115,She meets somebody there who has also turned up at the wrong office block for the same meeting. They decide to walk to the correct venue together.,-0.3592,There was another customer looking at cars who saw Lucy's old one and made her an offer. ,0,"The doorbell rang and Michael answered it and was amazed to see an old friend from his university days. The friend lifted up a box to Michael,which made him laugh, as he'd brought teabags for the occasion.",0.76445,A stranger sees Sean is is struggling to get a phone signal so he suggests to him to go around the corner where the signal is much better.,0.0258,No,
83,5f5cef62a15e3f50500614aa,5eb6d725d573b55d52905dea,APPROVED,55:21.0,04:11.8,530.799,29,09:55.0,3833C7F5,United Kingdom,Male,21,"Sep 12, 2020 11:55:22 am","Sep 12, 2020 12:04:08 pm",Complete,,,,English,,1599926122_5f5cef6a657751.86655200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",,negative,absent,5eb6d725d573b55d52905dea,0,Somebody other than her parents answers the door.,0,The Red Team score five goals in the second half.,0,His insurance pays out ten times the amount his luggage was worth.,0.2263,"He cuts his finger open with the knife he's using instead of a peeler, and they have to go to A&E.",-0.296,The lifeguard's tower gets blown over in the wind.,0,The neighbour brandishes a knife and stabs Sally.,-0.4404,"The taxi crashes into the car of the CEO she is meeting with. They both get whiplash, go to the hospital, and end up conducting the meeting in beds next to each other.",0,"Someone else in the car showroom is desperate for Lucy's car, and offers to buy it from her for way more than it's worth.",-0.0352,"He finds a used teabag in the sink, re-uses it, and it turns out to be the best cup of tea he's ever had.",0.6369,It connects but his mother isn't the one who answers.,0,No,
84,5f5cef73f0fc870a83507ed1,5de6b966dbc356646feb275b,APPROVED,01:22.1,13:37.0,734.921,29,09:57.0,3833C7F5,United Kingdom,Female,49,"Sep 12, 2020 12:01:26 pm","Sep 12, 2020 12:13:31 pm",Complete,,,,English,,1599926486_5f5cf0d6cac652.06117097,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362",,negative,absent,5de6b966dbc356646feb275b,0,Parents didn't answer the door.,0,The red team made a comeback with a goal in the first 7 seconds of second half.,0,he returns to a large sum of compensation,0,he throws down the potatoes in a rage and dramatically exits the kitchen,-0.5574,someone not far away gets swept into the sea,0,the neighbour comes round to apologies for the argument and brings a bottle of wine.,-0.3612,she gets a message to say that the meeting has been relocated to the building she is now outside of.,0,someone comes along and offers to buy her car,0,He received a message to say he was getting a bonus.,0.5423,someone sees his distress and offers the use of their phone,-0.5267,No,
85,5f5cef805c73a34ff0a8773f,5e8fa4b58028052a7880c8ac,APPROVED,55:45.0,20:16.7,1471.797,40,09:59.0,3833C7F5,United Kingdom,Male,24,"Sep 12, 2020 11:55:47 am","Sep 12, 2020 12:20:14 pm",Complete,,,,English,,1599926147_5f5cef83b7a666.87919430,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,negative,absent,5e8fa4b58028052a7880c8ac,0,They bought her a new car,0,The red team won ,0.5719,His luggage actually turned up ,0,John cook a very tasty dinner,0,The weather all of sudden turn sunny and hot. ,0.4215,The neighbour gave her a bottle of wine,0,The customer was even earlier. ,0,The dealer eventually gave her more than what she expected for her car,0,"He had coffee instead, which he hasn't had for years. ",0,"All of sudden, he got full coverage",0,No,
86,5f5cef8e28e7915043b0cfaf,5c1c1e7fdbc4da000164934f,APPROVED,56:04.3,02:57.1,412.773,27,10:01.1,3833C7F5,United Kingdom,Female,22,"Sep 12, 2020 11:56:06 am","Sep 12, 2020 12:02:55 pm",Complete,,,,English,,1599926166_5f5cef964616a2.31053366,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/85.0.4183.92 Mobile/15E148 Safari/604.1",,negative,absent,5c1c1e7fdbc4da000164934f,0,They weren't home,0,The red team win,0.5859,The bag is found,0,No one turned up,-0.296,She goes in the sea anyway,0,They have a fight,-0.3818,The meeting is cancelled ,-0.25,Someone buys the old car,0,He finds the tea bags,0,The signal comes back,0,No,
87,5f5cef9ba15e3f50500614ab,5e9a162fc140d109fe1a4618,APPROVED,56:14.2,09:05.1,770.902,23,10:03.3,3833C7F5,United Kingdom,Male,27,"Sep 12, 2020 11:56:29 am","Sep 12, 2020 12:08:58 pm",Complete,,,,English,,1599926189_5f5cefad9f1d65.29123744,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",,negative,absent,5e9a162fc140d109fe1a4618,0,there is no answer,-0.296,they concede five in the second half and lose,-0.4019,he gets home and has been fired from his job,-0.5574,they fall out and cancel the party,0.1779,a shark swims up to the shore,0,she goes home forgetting to get any wine,0,she sees a car crash,-0.4019,she decides to keep the old car instead,0,he finds a spare teabag behind the kettle,0,it connects and she is fine,0.2023,No,
88,5f5cef9f52e427506c38aea2,599180ed9d487e0001ac3b5a,APPROVED,57:13.8,15:45.1,1111.262,48,10:05.0,3833C7F5,United Kingdom,Male,30,"Sep 12, 2020 11:57:16 am","Sep 12, 2020 12:15:41 pm",Complete,,,,English,,1599926236_5f5cefdcc2c299.29718436,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,negative,absent,599180ed9d487e0001ac3b5a,0,Someone other than her parents answers the door.,0,The Red Team win.,0.5859,His luggage is found and returned to him.,0,They find the potato peeler in the fridge.,0,The lifeguard has an accident and Rebecca saves his/her life.,-0.4767,The neighbour gives Sally a bottle of wine.,0,She sees someone she knows who is also in the wrong office block.,-0.7184,She sells her old car for more than expected; the buyer is really happy with it; therefore the loan she needs is smaller than expected.,0.6115,He remembers he has some other tea bags in another cupboard. ,0,Someone steals his mobile phone.,-0.5106,No,
89,5f5cefc673b82750a763b452,5f1055d8feea71011f2e5777,APPROVED,56:58.8,20:39.3,1420.533,52,10:07.1,3833C7F5,United Kingdom,Male,23,"Sep 12, 2020 11:57:01 am","Sep 12, 2020 12:20:35 pm",Complete,,,,English,,1599926221_5f5cefcdb9dc43.92597980,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,negative,absent,5f1055d8feea71011f2e5777,0,"No-one answers, because they have gone out, which Sarah had not anticipated, because they normally go shopping on a wednesday, to avoid the queues.",-0.296,"A streaker ran across the pitch at the beginning of the second half, disrupting play for a period of time.",0.34,His luggage is eventually found and Bill is offered a generous compensation payment by the airline responsible for the loss of his luggage.,0.5106,John asks if his wife would like a glass of wine and she says no.,0.0772,"The lifeguard asks Rebecca for her number, so he can go for a drink with her some time.",0.0772,"When she gets home, Sally finds a bottle of wine under the sink, though for the life of her she can't think when she put it there.",0,Belinda receives a call cancelling the meeting.,-0.2023,Lucy decides to keep her old car after all.,0,Michael decides to get back in touch with some old friends from Uni.,0.4767,A couple of teenagers on a moped ride past Sean as he's talking.  The girl on the back of the moped grabs Sean's phone and they speed away.,0,No,
90,5f5cefc826f9005062dfef45,5b0fe699e9270900013c0882,APPROVED,57:01.3,11:28.4,867.163,37,10:08.6,3833C7F5,United Kingdom,Female,29,"Sep 12, 2020 11:57:04 am","Sep 12, 2020 12:11:26 pm",Complete,,,,English,,1599926223_5f5cefcfed1770.29529231,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36 Edg/85.0.564.51",,negative,absent,5b0fe699e9270900013c0882,0,she hears a scream coming from her parents garden,-0.4019,the blue team bought on the only girl in the team and she scored an awesome goal winning the game,0.8176,he finds his luggage at an expensive hotel and they allow him to stay for the rest of his stay,0.2263,he finally flips after years of her putting him down and he hits her with a frying pan,0,Rebecca ignores the life guard and runs in to the sea and gets in to trouble ,-0.5859,a fight ensues with her neighbour and the police are called,-0.3818,she finds a cute little coffee shop across the road and meets the man of her dreams,0.6908,"her phone rings and its the radio station she had entered a compettion on, she wins a new car",0.5719,he finds a photo from his university days and begins to laugh remembering it wasn't as bad as he thought ,0.7543,he looks up and sees his mother sitting in a cafe with a strange man,-0.2023,No,
91,5f5cefc8d9952550fe8af1aa,5ce1aee8a80ce000014ae0f5,APPROVED,57:02.0,05:54.1,532.094,49,10:10.9,3833C7F5,United Kingdom,Female,26,"Sep 12, 2020 11:57:04 am","Sep 12, 2020 12:05:51 pm",Complete,,,,English,,1599926224_5f5cefd08aa160.68892400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",,negative,absent,5ce1aee8a80ce000014ae0f5,0,They weren't in??,0,the red team take over and score 5 goals to win,0.5859,he contracts COVID 19,0,the guests ring to cancel,-0.25,she sees an old friend on the beach and goes for a coffee,0.4939,she has a call from an old friend that evening,0.4939,she's at the wrong place and ends up being late evn though she thought she was early,-0.4767,she finds a £50 note down the back of the seat,0,he found teabags in the back of the cupboard,0,he gets mugged,0,No,
92,5f5cefdcef8a090b2813f91a,5cd01e707e84a20017fddc02,APPROVED,03:10.2,15:23.3,733.094,63,10:13.2,3833C7F5,United Kingdom,Female,54,"Sep 12, 2020 12:03:13 pm","Sep 12, 2020 12:15:21 pm",Complete,,,,English,,1599926593_5f5cf1413935b8.57220886,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36 Edg/85.0.564.51",,negative,absent,5cd01e707e84a20017fddc02,0,They are not at home.,0,The Red team score 4 goals to level the match.,0,He books another holiday.,0.4019,The wife finds the potato peeler and gives it John.,0,She goes out for a drink with the lifeguard who saved her life and they live happily ever after.,0.7506,They make up after the argument and the neighbour offers Sally a glass of wine. ,-0.3612,She jumps in another taxi and goes to the right office block.,-0.4404,She goes to another dealer who realises that her old car is a classic and gives her enough money to buy a new one.,0,He decides to go out for breakfast and has a nice pot of tea.,0.4215,Sean climbs a tall mountain - gets a signal and talks to his mother.,0,No,
